trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
583,False,"{'a': 0.3909989169314102, 'e': 0.054204031032973464}",20,4,-30.169438773812846,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 1}",1
584,False,"{'a': 0.3909989169314102, 'e': 0.05393368730035602}",25,15,19.58490495178039,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
585,False,"{'a': 0.3909989169314102, 'e': 0.05366469191273011}",25,12,21.565683664824064,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
586,False,"{'a': 0.3909989169314102, 'e': 0.053397038145197084}",20,13,13.319310588642239,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
587,False,"{'a': 0.3909989169314102, 'e': 0.05313071930639878}",20,12,16.834263351093508,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
588,False,"{'a': 0.3909989169314102, 'e': 0.05286572873835037}",20,16,6.0426503311992885,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
589,False,"{'a': 0.3909989169314102, 'e': 0.05260205981627384}",20,6,23.792919968761247,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
590,False,"{'a': 0.3909989169314102, 'e': 0.05233970594843238}",20,8,17.779673660370126,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
591,False,"{'a': 0.3909989169314102, 'e': 0.05207866057596569}",25,12,24.505842556353638,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
592,False,"{'a': 0.3909989169314102, 'e': 0.05181891717272583}",20,0,18.85026132818314,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
593,False,"{'a': 0.3909989169314102, 'e': 0.0515604692451142}",20,10,19.89799868083558,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
594,False,"{'a': 0.3909989169314102, 'e': 0.05130331033191911}",20,10,18.635852895777187,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
595,False,"{'a': 0.3909989169314102, 'e': 0.051047434004154395}",20,16,6.913582227430535,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
596,False,"{'a': 0.3909989169314102, 'e': 0.0507928338648985}",20,13,7.283276199069304,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
597,False,"{'a': 0.3909989169314102, 'e': 0.050539503549134696}",25,8,30.493207917964565,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
598,False,"{'a': 0.3909989169314102, 'e': 0.050287436723591865}",30,16,26.298937352014935,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
599,False,"{'a': 0.3909989169314102, 'e': 0.05003662708658628}",20,0,30.936383145135785,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
600,False,"{'a': 0.3909989169314102, 'e': 0.049787068367863944}",20,7,20.972475618501413,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
601,False,"{'a': 0.3909989169314102, 'e': 0.04953875432844388}",25,12,26.67047969361553,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
602,False,"{'a': 0.3909989169314102, 'e': 0.04929167876046215}",20,15,8.0392350276008,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
603,False,"{'a': 0.3909989169314102, 'e': 0.04904583548701673}",30,13,28.328474064030626,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
604,False,"{'a': 0.3909989169314102, 'e': 0.04880121836201296}",20,12,14.21288684741573,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
605,False,"{'a': 0.3909989169314102, 'e': 0.048557821270009974}",20,12,17.685428146385128,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
606,False,"{'a': 0.3909989169314102, 'e': 0.04831563812606777}",20,12,13.529326701906962,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
607,False,"{'a': 0.3909989169314102, 'e': 0.04807466287559518}",20,6,19.66778563017515,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
608,False,"{'a': 0.3909989169314102, 'e': 0.04783488949419837}",25,17,16.247993470637496,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
609,False,"{'a': 0.3909989169314102, 'e': 0.04759631198753032}",20,5,26.521527458518445,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
610,False,"{'a': 0.3909989169314102, 'e': 0.04735892439114091}",20,0,24.703670299893066,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
611,False,"{'a': 0.3909989169314102, 'e': 0.04712272077032791}",20,12,16.75191603858934,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
612,False,"{'a': 0.3909989169314102, 'e': 0.046887695219988486}",25,17,16.053485439066893,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
613,False,"{'a': 0.3909989169314102, 'e': 0.04665384186447163}",20,6,28.654383715983005,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
614,False,"{'a': 0.3909989169314102, 'e': 0.04642115485743125}",20,8,21.204192758653768,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
615,False,"{'a': 0.3909989169314102, 'e': 0.0461896283816801}",25,15,16.454435384307512,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
616,False,"{'a': 0.3909989169314102, 'e': 0.045959256649044204}",20,12,4.135084766609392,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
617,False,"{'a': 0.3909989169314102, 'e': 0.04573003390021825}",25,0,35.335551016499046,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
618,False,"{'a': 0.3909989169314102, 'e': 0.04550195440462157}",20,8,23.464859208186578,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
619,False,"{'a': 0.3909989169314102, 'e': 0.045275012460254886}",20,16,8.18889235089014,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
620,False,"{'a': 0.3909989169314102, 'e': 0.0450492023935578}",20,13,10.770683377085685,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
621,False,"{'a': 0.3909989169314102, 'e': 0.04482451855926687}",30,15,27.11256841185119,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
622,False,"{'a': 0.3909989169314102, 'e': 0.044600955340274535}",25,13,-23.91141417755054,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
623,False,"{'a': 0.3909989169314102, 'e': 0.04437850714748865}",25,16,6.4001596159948795,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
624,False,"{'a': 0.3909989169314102, 'e': 0.04415716841969286}",25,11,26.89726011768539,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
625,False,"{'a': 0.3909989169314102, 'e': 0.04393693362340742}",25,4,34.09076587778053,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
626,False,"{'a': 0.3909989169314102, 'e': 0.04371779725275094}",25,15,16.43011473567514,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
627,False,"{'a': 0.3909989169314102, 'e': 0.04349975382930273}",25,13,-20.669581142255726,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
628,False,"{'a': 0.3909989169314102, 'e': 0.043282797901965896}",35,21,24.422737568440596,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
629,False,"{'a': 0.3909989169314102, 'e': 0.04306692404683092}",25,11,26.575887574019742,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
630,False,"{'a': 0.3909989169314102, 'e': 0.04285212686704019}",20,3,30.2343009379005,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
631,False,"{'a': 0.3909989169314102, 'e': 0.04263840099265299}",20,15,9.705368831103025,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
632,False,"{'a': 0.3909989169314102, 'e': 0.042425741080511385}",25,16,18.253100379754063,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
633,False,"{'a': 0.3909989169314102, 'e': 0.042214141814106466}",25,17,13.935532070972364,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
634,False,"{'a': 0.3909989169314102, 'e': 0.04200359790344555}",30,10,11.619415565808287,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",1
635,False,"{'a': 0.3909989169314102, 'e': 0.041794104084919896}",20,7,21.90946498542849,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
636,False,"{'a': 0.3909989169314102, 'e': 0.04158565512117316}",20,9,17.397553419434974,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
637,False,"{'a': 0.3909989169314102, 'e': 0.04137824580097038}",25,8,26.9719565387391,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
